contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,ticker,expiry,days_to_expiry,spot_price,moneyness,date_collected,bs_price,simulated_pnl_expiry,mc_price,bs_diff,mc_diff,bs_vs_mc,label,predicted_proba,delta,gamma,theta,iv_smoothed_5d,log_return,hist_vol_20d,moneyness_class,day_of_week,month,volume_oi_ratio,bid_ask_spread,mid_price,last_mid_diff,vega,daily_sentiment_score
TSLA250718C00630000,2025-06-27 18:22:06+00:00,630.0,0.02,0.02,0.03,-0.02,-50.0,7.0,1447,0.914063359375,False,REGULAR,USD,TSLA,2025-07-18,18,323.6300048828125,1.946667461282291,2025-06-29 12:49:55.256830,0.013019418385501469,-0.01353209463155746,0.006467905368442541,0.0069805816144985315,0.01353209463155746,0.006551513017058928,0,0.03335245731302648,0.0007675642310160456,4.018947973867533e-05,-0.004849944090629446,0.8914073359374999,0.0,0.0,ITM,6,6,0.004834254143646409,0.009999999999999998,0.025,-0.005000000000000001,0.0018974305328079402,0
TSLA250718C00640000,2025-06-27 19:58:58+00:00,640.0,0.01,0.01,0.03,-0.01,-50.0,25.0,1000,0.9179695703125,False,REGULAR,USD,TSLA,2025-07-18,18,323.6300048828125,1.977566944794708,2025-06-29 12:49:55.256830,0.01035909944405683,-0.005041315098902424,0.004958684901097576,-0.0003590994440568294,0.005041315098902424,0.005400414542959253,0,0.0035319898488382043,0.000617077215713711,3.272289054212369e-05,-0.003982180482846916,0.901563484375,0.0,0.0,ITM,6,6,0.024975024975024976,0.019999999999999997,0.02,-0.01,0.0015515191663320834,0
TSLA250718C00650000,2025-06-27 19:34:27+00:00,650.0,0.03,0.01,0.03,0.02,200.0,149.0,2916,0.937500625,False,REGULAR,USD,TSLA,2025-07-18,18,323.6300048828125,2.0084664283071256,2025-06-29 12:49:55.256830,0.010455980142396598,-0.0049574743298678664,0.005042525670132134,0.0195440198576034,0.024957474329867866,0.005413454472264464,1,0.999399138158687,0.0006109100547435016,3.174531060830582e-05,-0.004028760041720201,0.910938390625,0.0,0.0,ITM,6,6,0.051079876585533084,0.019999999999999997,0.02,0.009999999999999998,0.0015371928186169663,0
TSLA250718C00660000,2025-06-27 19:10:33+00:00,660.0,0.02,0.0,0.02,0.0,0.0,6.0,952,0.9062509375,False,REGULAR,USD,TSLA,2025-07-18,18,323.6300048828125,2.039365911819542,2025-06-29 12:49:55.256830,0.0048211530538522646,0.00232221678455335,0.00232221678455335,0.015178846946147736,0.01767778321544665,0.0024989362692989145,1,0.9996995552241804,0.00030383714271860473,1.718458385391333e-05,-0.002037742536819771,0.9140633593749999,0.0,0.0,ITM,6,6,0.0062959076600209865,0.02,0.01,0.01,0.0008043863434050949,0
TSLA250718C00670000,2025-06-27 14:02:09+00:00,670.0,0.01,0.01,0.02,-0.01,-50.0,10.0,559,0.95312546875,False,REGULAR,USD,TSLA,2025-07-18,18,323.6300048828125,2.07026539533196,2025-06-29 12:49:55.256830,0.007661141038543873,-0.006076180127388429,0.003923819872611571,0.0023388589614561275,0.006076180127388429,0.003737321165932302,0,0.0028395285513842477,0.00044934150054995453,2.3500123694007204e-05,-0.003081857025221502,0.9257819921875001,0.0,0.0,ITM,6,6,0.017857142857142856,0.01,0.015,-0.004999999999999999,0.0011569042674185403,0
TSLA250718C00680000,2025-06-26 14:30:46+00:00,680.0,0.02,0.0,0.02,0.0,0.0,8.0,930,0.937500625,False,REGULAR,USD,TSLA,2025-07-18,18,323.6300048828125,2.101164878844377,2025-06-29 12:49:55.256830,0.004563323389362509,0.0020499138179873783,0.0020499138179873783,0.015436676610637492,0.01795008618201262,0.0025134095713751302,1,0.9996995552241804,0.0002798127174730468,1.53854704745135e-05,-0.0019518998784291705,0.9304694453125,0.0,0.0,ITM,6,6,0.008592910848549946,0.02,0.01,0.01,0.0007450056172478474,0
TSLA250718C00690000,2025-06-27 15:02:28+00:00,690.0,0.02,0.0,0.02,-0.01,-33.333336,1.0,861,0.95312546875,False,REGULAR,USD,TSLA,2025-07-18,18,323.6300048828125,2.1320643623567945,2025-06-29 12:49:55.256830,0.004475265607319867,0.001928745304515067,0.001928745304515067,0.015524734392680133,0.018071254695484932,0.0025465203028048004,1,0.9997012886509815,0.00027065981006888136,1.4671606550721601e-05,-0.0019236706475772045,0.937500625,0.0,0.0,ITM,6,6,0.001160092807424594,0.02,0.01,0.01,0.0007222789313549061,0
TSLA250718C00700000,2025-06-27 19:10:50+00:00,700.0,0.02,0.01,0.02,0.01,100.0,10.0,4662,1.000005,False,REGULAR,USD,TSLA,2025-07-18,18,323.6300048828125,2.162963845869212,2025-06-29 12:49:55.256830,0.007111450074703443,-0.0063782054680174855,0.0036217945319825147,0.012888549925296557,0.016378205468017486,0.0034896555427209285,1,0.998263112749334,0.00040132199530527933,2.0169559249608987e-05,-0.002910663817890949,0.9500015000000002,0.0,0.0,ITM,6,6,0.002144542140253056,0.01,0.015,0.005000000000000001,0.0010417794340201211,0
TSLA250718C00710000,2025-06-26 17:37:01+00:00,710.0,0.02,0.0,0.02,0.0,0.0,41.0,1658,0.98437515625,False,REGULAR,USD,TSLA,2025-07-18,18,323.6300048828125,2.193863329381629,2025-06-29 12:49:55.256830,0.004366128028374147,0.0017168965344621283,0.0017168965344621283,0.015633871971625853,0.01828310346553787,0.002649231493912019,1,0.9997179496169397,0.00025686891529772834,1.3530117540178116e-05,-0.001891827589159427,0.96562634375,0.0,0.0,ITM,6,6,0.02471368294153104,0.02,0.01,0.01,0.0006879223413712452,0
TSLA250718C00720000,2025-06-26 15:20:34+00:00,720.0,0.01,0.01,0.02,0.0,0.0,12.0,1681,1.0312548437500002,False,REGULAR,USD,TSLA,2025-07-18,18,323.6300048828125,2.224762812894047,2025-06-29 12:49:55.256830,0.006922417784076276,-0.006527678078532441,0.0034723219214675594,0.003077582215923724,0.006527678078532441,0.003450095862608717,0,0.0033246398554620904,0.0003806610292566063,1.8621943324376146e-05,-0.0028573231172968182,0.9812522187500001,0.0,0.0,ITM,6,6,0.007134363852556481,0.01,0.015,-0.004999999999999999,0.0009919007124080071,0
TSLA250718C00730000,2025-06-27 13:30:03+00:00,730.0,0.02,0.0,0.02,0.0,0.0,1.0,783,1.015629921875,False,REGULAR,USD,TSLA,2025-07-18,18,323.6300048828125,2.255662296406464,2025-06-29 12:49:55.256830,0.004333045671102917,0.001546706115048614,0.001546706115048614,0.015666954328897083,0.018453293884951386,0.002786339556054303,1,0.9997010977168279,0.0002479775149886214,1.2690054280789543e-05,-0.0018884586522100193,0.9968780781250001,0.0,0.0,ITM,6,6,0.0012755102040816326,0.02,0.01,0.01,0.0006656963370633836,0
TSLA250718C00740000,2025-06-27 19:08:02+00:00,740.0,0.01,0.01,0.02,-0.01,-50.0,8.0,502,1.0625046875000002,False,REGULAR,USD,TSLA,2025-07-18,18,323.6300048828125,2.2865617799188813,2025-06-29 12:49:55.256830,0.006844504580266059,-0.006634492414696556,0.003365507585303444,0.0031554954197339415,0.006634492414696556,0.0034789969949626147,0,0.0015601305507590383,0.00036672821530697047,1.7459061048083354e-05,-0.0028431765259353124,1.0187539218750001,0.0,0.0,ITM,6,6,0.015904572564612324,0.01,0.015,-0.004999999999999999,0.0009581399276682005,0
TSLA250718C00750000,2025-06-27 15:15:17+00:00,750.0,0.01,0.01,0.02,0.0,0.0,350.0,2074,1.078129609375,False,REGULAR,USD,TSLA,2025-07-18,18,323.6300048828125,2.3174612634312988,2025-06-29 12:49:55.256830,0.006841697634090788,-0.006671626581998064,0.003328373418001936,0.0031583023659092126,0.006671626581998064,0.0035133242160888516,0,0.0047891521573665136,0.00036184989763611986,1.6993319260287045e-05,-0.0028490721138747384,1.0343788437500003,0.0,0.0,ITM,6,6,0.1686746987951807,0.01,0.015,-0.004999999999999999,0.0009462946624780532,0
TSLA250718C00760000,2025-06-26 13:55:47+00:00,760.0,0.01,0.01,0.02,0.0,0.0,2.0,827,1.09375453125,False,REGULAR,USD,TSLA,2025-07-18,18,323.6300048828125,2.348360746943716,2025-06-29 12:49:55.256830,0.006860836163546588,-0.006697762834113774,0.0033022371658862266,0.003139163836453412,0.006697762834113774,0.0035585989976603615,0,0.002534578414939402,0.00035818680056612926,1.6592964797511596e-05,-0.002862929359853146,1.0562547187500002,0.0,0.0,ITM,6,6,0.0024154589371980675,0.01,0.015,-0.004999999999999999,0.0009373915995917797,0
TSLA250718C00770000,2025-06-27 17:12:12+00:00,770.0,0.01,0.0,0.02,-0.01,-50.0,434.0,3549,1.078129609375,False,REGULAR,USD,TSLA,2025-07-18,18,323.6300048828125,2.379260230456133,2025-06-29 12:49:55.256830,0.004452408897774804,0.0013332988499054315,0.0013332988499054315,0.005547591102225196,0.00866670115009457,0.003119110047869372,1,0.9997018992591691,0.0002411845964367591,1.1648735862028068e-05,-0.0019527364320261306,1.065629671875,0.0,0.0,ITM,6,6,0.12225352112676056,0.02,0.01,0.0,0.0006486747175176443,0
TSLA250718C00780000,2025-06-27 17:11:55+00:00,780.0,0.01,0.0,0.02,0.0,0.0,105.0,781,1.09375453125,False,REGULAR,USD,TSLA,2025-07-18,18,323.6300048828125,2.4101597139685507,2025-06-29 12:49:55.256830,0.004516632815669039,0.0013071625977897228,0.0013071625977897228,0.005483367184330961,0.008692837402210277,0.003209470217879316,1,0.9997008679683572,0.0002413492864528567,1.1489639402755978e-05,-0.0019821441903956722,1.0812545937500002,0.0,0.0,ITM,6,6,0.13427109974424553,0.02,0.01,0.0,0.0006490878266732271,0
TSLA250718C00790000,2025-06-24 14:52:15+00:00,790.0,0.02,0.0,0.02,0.0,0.0,3.0,906,1.109379453125,False,REGULAR,USD,TSLA,2025-07-18,18,323.6300048828125,2.441059197480968,2025-06-29 12:49:55.256830,0.004593755221488124,0.0012921374395515992,0.0012921374395515992,0.015406244778511876,0.0187078625604484,0.0033016177819365253,1,0.999747670358046,0.00024215740221510427,1.1363185914236267e-05,-0.002016587235122887,1.0906295468749998,0.0,0.0,ITM,6,6,0.0033076074972436605,0.02,0.01,0.01,0.000651114595255868,0
TSLA250718C00800000,2025-06-27 18:24:05+00:00,800.0,0.01,0.0,0.02,0.0,0.0,105.0,4377,1.125004375,False,REGULAR,USD,TSLA,2025-07-18,18,323.6300048828125,2.471958680993385,2025-06-29 12:49:55.256830,0.004683564524558759,0.001288337556301261,0.001288337556301261,0.0053164354754412415,0.00871166244369874,0.003395226968257498,1,0.9997463752951249,0.00024357290641200096,1.1266439478905074e-05,-0.0020559879636231,1.1000045000000003,0.0,0.0,ITM,6,6,0.023983554134307902,0.02,0.01,0.0,0.0006546634572901387,0
TSLA250718C00810000,2025-06-26 19:53:04+00:00,810.0,0.01,0.0,0.02,0.0,0.0,20.0,346,1.140629296875,False,REGULAR,USD,TSLA,2025-07-18,18,323.6300048828125,2.5028581645058026,2025-06-29 12:49:55.256830,0.004785947129605339,0.0012958781384832714,0.0012958781384832714,0.005214052870394661,0.008704121861516728,0.003490068991122068,1,0.9997008679683572,0.0002455661901526557,1.1196885872093684e-05,-0.0021003018345411486,1.109379453125,0.0,0.0,ITM,6,6,0.05763688760806916,0.02,0.01,0.0,0.0006596582129880617,0
TSLA250718C00820000,2025-06-26 16:00:04+00:00,820.0,0.01,0.0,0.02,0.0,0.0,101.0,1413,1.15625421875,False,REGULAR,USD,TSLA,2025-07-18,18,323.6300048828125,2.53375764801822,2025-06-29 12:49:55.256830,0.004900875946944952,0.0013148753928170548,0.0013148753928170548,0.005099124053055048,0.008685124607182945,0.003586000554127897,1,0.9997000277761705,0.00024811313276776185,1.115236673324989e-05,-0.0021495135006678323,1.125004375,0.0,0.0,ITM,6,6,0.07142857142857142,0.02,0.01,0.0,0.00066603579897245,0
TSLA250718C00830000,2025-06-27 14:52:09+00:00,830.0,0.01,0.0,0.02,-0.01,-50.0,33.0,289,1.171879140625,False,REGULAR,USD,TSLA,2025-07-18,18,323.6300048828125,2.564657131530637,2025-06-29 12:49:55.256830,0.005028400996863552,0.0013454465492621422,0.0013454465492621422,0.004971599003136448,0.008654553450737857,0.0036829544476014104,1,0.9996267650420918,0.00025119432534042793,1.1131025238112314e-05,-0.0022036335966046936,1.1406292968750003,0.0,0.0,ITM,6,6,0.11379310344827587,0.02,0.01,0.0,0.0006737444358771236,0
TSLA250718C00840000,2025-06-27 14:52:10+00:00,840.0,0.01,0.0,0.02,-0.02,-66.66667,25.0,830,1.171879140625,False,REGULAR,USD,TSLA,2025-07-18,18,323.6300048828125,2.5955566150430545,2025-06-29 12:49:55.256830,0.0041891635375425895,0.00034790926521389,0.00034790926521389,0.005810836462457411,0.00965209073478611,0.0038412542723286996,1,0.9996267650420918,0.00021134246805842082,9.474006667411792e-06,-0.0018754934376386493,1.153129234375,0.0,0.0,ITM,6,6,0.030084235860409144,0.02,0.01,0.0,0.0005734475613060378,0
TSLA250718C00850000,2025-06-27 14:52:07+00:00,850.0,0.01,0.0,0.02,0.0,0.0,32.0,1295,1.1875040625,False,REGULAR,USD,TSLA,2025-07-18,18,323.6300048828125,2.626456098555472,2025-06-29 12:49:55.256830,0.004326372084121913,0.00039017258395932094,0.00039017258395932094,0.0056736279158780874,0.009609827416040679,0.0039361995001625915,1,0.9997243615136163,0.0002153331139290644,9.514083938891855e-06,-0.0019338701430382315,1.165629171875,0.0,0.0,ITM,6,6,0.024691358024691357,0.02,0.01,0.0,0.0005835516252614788,0
TSLA250718C00860000,2025-06-26 15:06:31+00:00,860.0,0.01,0.0,0.02,0.0,0.0,1.0,1607,1.203128984375,False,REGULAR,USD,TSLA,2025-07-18,18,323.6300048828125,2.657355582067889,2025-06-29 12:49:55.256830,0.0044749251728548045,0.00044424736243716485,0.00044424736243716485,0.005525074827145196,0.009555752637562835,0.00403067781041764,1,0.999732106418661,0.00021975319306299432,9.570352468792017e-06,-0.0019967202401921028,1.178129109375,0.0,0.0,ITM,6,6,0.0006218905472636816,0.02,0.01,0.0,0.0005947265439639241,0
TSLA250718C00870000,2025-06-23 16:39:51+00:00,870.0,0.02,0.0,0.02,0.0,0.0,1.0,1069,1.21875390625,False,REGULAR,USD,TSLA,2025-07-18,18,323.6300048828125,2.6882550655803064,2025-06-29 12:49:55.256830,0.004635140448679395,0.0005102539423599276,0.0005102539423599276,0.015364859551320605,0.019489746057640072,0.004124886506319468,1,0.9997821306149022,0.0002246003479711303,9.642020973675408e-06,-0.0020641470951170745,1.1906290468749998,0.0,0.0,ITM,6,6,0.0009345794392523365,0.02,0.01,0.01,0.0006069617073883754,0
TSLA250718C00880000,2025-06-27 19:14:04+00:00,880.0,0.01,0.0,0.02,-0.01,-50.0,64.0,1232,1.234378828125,False,REGULAR,USD,TSLA,2025-07-18,18,323.6300048828125,2.719154549092724,2025-06-29 12:49:55.256830,0.004807377785692721,0.0005883137167817271,0.0005883137167817271,0.005192622214307279,0.009411686283218272,0.004219064068910994,1,0.9996560765584758,0.0002298741360781809,9.728409939360412e-06,-0.0021362679863293015,1.203128984375,0.0,0.0,ITM,6,6,0.05190592051905921,0.02,0.01,0.0,0.0006202510771564851,0
TSLA250718C00890000,2025-06-11 15:04:02+00:00,890.0,0.05,0.0,0.02,0.0,0.0,1.0,906,1.25000375,False,REGULAR,USD,TSLA,2025-07-18,18,323.6300048828125,2.7500540326051413,2025-06-29 12:49:55.256830,0.004992037367375302,0.0006785491371828317,0.0006785491371828317,0.0450079626326247,0.04932145086281717,0.00431348823019247,1,0.9997937696349772,0.00023557582449565122,9.828936570858062e-06,-0.0022132132802042907,1.21875390625,0.0,0.0,ITM,6,6,0.0011025358324145535,0.02,0.01,0.04,0.0006345926658598855,0
TSLA250718C00900000,2025-06-27 14:51:53+00:00,900.0,0.01,0.0,0.02,0.0,0.0,17.0,1246,1.25000375,False,REGULAR,USD,TSLA,2025-07-18,18,323.6300048828125,2.7809535161175583,2025-06-29 12:49:55.256830,0.004253076837417873,0.0,0.0,0.005746923162582128,0.01,0.004253076837417873,1,0.9997630629895472,0.00020243069326319135,8.531592926117559e-06,-0.001921006278018494,1.23125384375,0.0,0.0,ITM,6,6,0.0136327185244587,0.02,0.01,0.0,0.0005508313396861849,0
TSLA250718C00910000,2025-06-25 16:01:23+00:00,910.0,0.01,0.0,0.02,0.0,0.0,1.0,488,1.2656286718749998,False,REGULAR,USD,TSLA,2025-07-18,18,323.6300048828125,2.811852999629976,2025-06-29 12:49:55.256830,0.004439050042333095,0.0,0.0,0.005560949957666905,0.01,0.004439050042333095,1,0.9997428672458026,0.00020849077405952823,8.66164805952461e-06,-0.0019992525212661413,1.2437537812500001,0.0,0.0,ITM,6,6,0.002044989775051125,0.02,0.01,0.0,0.0005662184786943043,0
TSLA250718C00920000,2025-06-24 14:14:45+00:00,920.0,0.01,0.0,0.01,0.0,0.0,209.0,596,1.21875390625,False,REGULAR,USD,TSLA,2025-07-18,18,323.6300048828125,2.842752483142393,2025-06-29 12:49:55.256830,0.002001478386236471,0.0,0.0,0.00799852161376353,0.01,0.002001478386236471,1,0.9997428672458026,0.00010127278046069568,4.5733455082882845e-06,-0.0009788477342840623,1.2437537812500001,0.0,0.0,ITM,6,6,0.3500837520938023,0.01,0.005,0.005,0.0002878904335269767,0
TSLA250718C00930000,2025-06-18 14:26:42+00:00,930.0,0.02,0.0,0.02,0.0,0.0,1.0,328,1.2968785156249998,False,REGULAR,USD,TSLA,2025-07-18,18,323.6300048828125,2.87365196665481,2025-06-29 12:49:55.256830,0.004848331197625219,2.601253083202589e-05,2.601253083202589e-05,0.015151668802374781,0.019973987469167974,0.0048223186667931935,1,0.9997821306149022,0.00022179820245031603,8.955624134955966e-06,-0.002170240362073002,1.25625371875,0.0,0.0,ITM,6,6,0.00303951367781155,0.02,0.01,0.01,0.0005998910104944569,0
TSLA250718C00940000,2025-06-25 14:00:10+00:00,940.0,0.05,0.0,0.02,0.0,0.0,8.0,175,1.2968785156249998,False,REGULAR,USD,TSLA,2025-07-18,18,323.6300048828125,2.904551450167228,2025-06-29 12:49:55.256830,0.004180198597092719,0.0,0.0,0.045819801402907284,0.05,0.004180198597092719,1,0.9998227274773056,0.00019274314834548108,7.854938593295707e-06,-0.0019034386056575269,1.265628671875,0.0,0.0,ITM,6,6,0.045454545454545456,0.02,0.01,0.04,0.000526161770424417,0
TSLA250718C00950000,2025-06-23 16:44:36+00:00,950.0,0.01,0.0,0.02,0.0,0.0,15.0,957,1.3125034374999998,False,REGULAR,USD,TSLA,2025-07-18,18,323.6300048828125,2.935450933679645,2025-06-29 12:49:55.256830,0.004389523019252405,0.0,0.0,0.005610476980747596,0.01,0.004389523019252405,1,0.9997428672458026,0.00019974285670110818,8.024496837957812e-06,-0.0019915766903920505,1.2781286093749997,0.0,0.0,ITM,6,6,0.015657620041753653,0.02,0.01,0.0,0.0005439956914115741,0
TSLA250718C00960000,2025-06-27 16:46:29+00:00,960.0,0.01,0.0,0.01,0.0,0.0,122.0,33969,1.2812535937499998,False,REGULAR,USD,TSLA,2025-07-18,18,323.6300048828125,2.966350417192062,2025-06-29 12:49:55.256830,0.0025297259843308564,0.0,0.0,0.007470274015669144,0.01,0.0025297259843308564,1,0.9997352714674239,0.00012099038123959716,5.140954936243235e-06,-0.00121586269529925,1.2812535937499998,0.0,0.0,ITM,6,6,0.003591404180158964,0.01,0.005,0.005,0.0003402170650832784,0
TSLA250725C00050000,2025-06-25 14:12:44+00:00,50.0,272.95,273.15,274.75,0.0,0.0,2.0,1,2.7148469628906247,True,REGULAR,USD,TSLA,2025-07-25,25,323.6300048828125,0.1544974175620865,2025-06-29 12:49:55.407025,273.9135294826332,-5.080723282080385,268.0692767179196,-0.9635294826331915,4.880723282080396,5.844252764713588,0,0.03153924931914567,0.9985986372743298,1.994395723379645e-05,-0.027838357431113618,1.5804722050781248,0.0,0.0,OTM,6,6,1.0,1.6000000000000227,273.95,-1.0,0.0038841982769307693,0
TSLA250725C00060000,2025-06-23 16:42:46+00:00,60.0,290.92,263.2,264.8,0.0,0.0,1.0,1,2.5273474316406244,True,REGULAR,USD,TSLA,2025-07-25,25,323.6300048828125,0.1853969010745038,2025-06-29 12:49:55.407025,263.9844188832551,-4.572607294545435,258.62739270545455,26.935581116744913,32.29260729454546,5.357026177800549,1,0.9990503863196428,0.9980352544354635,2.914417069045753e-05,-0.03479244354876812,1.8265659882812497,0.0,0.0,OTM,6,6,0.5,1.6000000000000227,264.0,26.920000000000016,0.005283982292951007,0
TSLA250725C00070000,2025-06-23 16:42:46+00:00,70.0,280.75,253.25,254.85,0.0,0.0,2.0,17,2.3593791015624994,True,REGULAR,USD,TSLA,2025-07-25,25,323.6300048828125,0.2162963845869212,2025-06-29 12:49:55.407025,254.05644046161677,-4.125042974285975,249.12495702571402,26.693559538383226,31.625042974285975,4.931483435902749,1,0.9990503863196428,0.9973961535084896,4.0291916399735695e-05,-0.04159534044757888,2.0390661054687493,0.0,0.0,OTM,6,6,0.1111111111111111,1.5999999999999943,254.05,26.69999999999999,0.0068196228343121446,0
TSLA250725C00110000,2025-06-18 13:32:27+00:00,110.0,205.35,213.55,215.1,0.0,0.0,1.0,2,1.8544929150390623,True,REGULAR,USD,TSLA,2025-07-25,25,323.6300048828125,0.3398943186365905,2025-06-29 12:49:55.407025,214.40592909275915,-2.857897222792161,210.69210277720785,-9.055929092759158,-5.342102777207856,3.7138263155513016,0,0.000125362602077657,0.9933035312510574,0.00011930040795192093,-0.07353166174716602,2.1474640009765618,0.0,0.0,OTM,6,6,0.3333333333333333,1.549999999999983,214.325,-8.974999999999994,0.015871274792882945,0
TSLA250725C00115000,2025-06-20 14:01:30+00:00,115.0,210.45,208.6,210.15,0.0,0.0,5.0,5,1.8066415917968748,True,REGULAR,USD,TSLA,2025-07-25,25,323.6300048828125,0.3553440603927991,2025-06-29 12:49:55.407025,209.46382453940032,-2.740577812541318,205.85942218745868,0.986175460599668,4.590577812541312,3.604402351941644,1,0.9990503863196428,0.9924910558870732,0.00013548056099869438,-0.0787510602259235,2.252541600585937,0.0,0.0,OTM,6,6,0.8333333333333334,1.5500000000000114,209.375,1.0749999999999886,0.017558753995770032,0
TSLA250725C00130000,2025-06-23 13:33:34+00:00,130.0,205.32,193.7,195.2,0.0,0.0,1.0,1,1.6357440087890622,True,REGULAR,USD,TSLA,2025-07-25,25,323.6300048828125,0.4016932856614251,2025-06-29 12:49:55.407025,194.57464495695956,-2.340340379734158,191.35965962026583,10.745355043040433,13.960340379734163,3.2149853366937293,1,0.9991839196469108,0.990678066958759,0.00018092391628306523,-0.08672020292300779,2.0367210097656248,0.0,0.0,OTM,6,6,0.5,1.5,194.45,10.870000000000005,0.021230294665941965,0
TSLA250725C00140000,2025-06-18 18:20:32+00:00,140.0,185.07,183.8,185.3,0.0,0.0,3.0,4,1.5468772656249998,True,REGULAR,USD,TSLA,2025-07-25,25,323.6300048828125,0.4325927691738424,2025-06-29 12:49:55.407025,184.68974581279414,-2.1307368114528344,181.66926318854718,0.3802541872058498,3.4007368114528163,3.0204826242469665,1,0.994776649032255,0.9887183040828644,0.00022595571855554616,-0.09610561257858959,1.8406269765624999,0.0,0.0,OTM,6,6,0.6,1.5,184.55,0.5199999999999818,0.02507401593610632,0
TSLA250725C00145000,2025-06-24 18:54:44+00:00,145.0,198.43,178.85,180.4,0.0,0.0,2.0,9,1.5107446337890624,True,REGULAR,USD,TSLA,2025-07-25,25,323.6300048828125,0.448042510930051,2025-06-29 12:49:55.407025,179.76875807558082,-2.026057002001494,176.8239429979985,18.661241924419187,21.606057002001506,2.9448150775823194,1,0.9991839196469108,0.9873559653111311,0.0002554058655913711,-0.1027814015988393,1.6709000830078125,0.0,0.0,OTM,6,6,0.2,1.5500000000000114,179.625,18.805000000000007,0.02768003475145968,0
TSLA250725C00150000,2025-06-23 15:50:13+00:00,150.0,205.07,173.9,175.4,0.0,0.0,1.0,5,1.4594753588867184,True,REGULAR,USD,TSLA,2025-07-25,25,323.6300048828125,0.4634922526862597,2025-06-29 12:49:55.407025,174.80529567462793,-1.927228899378349,171.97277110062166,30.264704325372065,33.09722889937834,2.8325245740062712,1,0.9990451796932275,0.9865561900932497,0.00027877318006845164,-0.10498694717347568,1.5918965717773434,0.0,0.0,OTM,6,6,0.16666666666666666,1.5,174.65,30.419999999999987,0.029187201744783287,0
TSLA250725C00165000,2025-06-23 19:55:38+00:00,165.0,185.22,159.05,160.55,0.0,0.0,9.0,8,1.3320345898437496,True,REGULAR,USD,TSLA,2025-07-25,25,323.6300048828125,0.5098414779548857,2025-06-29 12:49:55.407025,159.98077238077795,-1.6312948618338794,157.41870513816613,25.23922761922205,27.801294861833867,2.5620672426118176,1,0.9992166364824043,0.9828503796588464,0.0003764976760236073,-0.11750208946244892,1.4969751713867185,0.0,0.0,OTM,6,6,1.0,1.5,159.8,25.419999999999987,0.035976797872396014,0
TSLA250725C00170000,2025-06-26 19:33:40+00:00,170.0,158.7,154.15,155.5,0.0,0.0,15.0,23,1.28515982421875,True,REGULAR,USD,TSLA,2025-07-25,25,323.6300048828125,0.5252912197110944,2025-06-29 12:49:55.407025,155.01937858402928,-1.5931888276709572,152.55681117232905,3.6806214159707054,6.14318882767094,2.4625674117002347,1,0.9992166364824043,0.9818024284432096,0.0004104901151125685,-0.11956345508118378,1.4268583344726562,0.0,0.0,OTM,6,6,0.625,1.3499999999999943,154.825,3.875,0.037844654761306634,0
TSLA250725C00180000,2025-06-25 19:45:46+00:00,180.0,149.23,144.25,145.6,0.0,0.0,1.0,26,1.2041055419921871,True,REGULAR,USD,TSLA,2025-07-25,25,323.6300048828125,0.5561907032235117,2025-06-29 12:49:55.407025,145.1380867229238,-1.4073132393304775,142.84268676066952,4.091913277076202,6.387313239330467,2.2953999622542653,1,0.999505324037475,0.9788233893091381,0.000498313112434074,-0.12717091525406066,1.3583039897460936,0.0,0.0,OTM,6,6,0.037037037037037035,1.3499999999999943,144.925,4.304999999999978,0.04304389608344869,0
TSLA250725C00190000,2025-06-24 16:48:54+00:00,190.0,154.5,134.7,135.45,0.0,0.0,1.0,2589,1.1328168359375002,True,REGULAR,USD,TSLA,2025-07-25,25,323.6300048828125,0.5870901867359289,2025-06-29 12:49:55.407025,135.29794233227844,-1.5537680698817269,133.14623193011826,19.20205766772156,21.35376806988174,2.1517104021601767,1,0.999612244229296,0.9747774643556655,0.0006136796498252681,-0.13766963304287602,1.282718430175781,0.0,0.0,OTM,6,6,0.0003861003861003861,0.75,135.075,19.42500000000001,0.04987077538054787,0
TSLA250725C00195000,2025-06-23 13:34:04+00:00,195.0,139.8,129.55,130.75,0.0,0.0,1.0,3,1.0971724829101563,True,REGULAR,USD,TSLA,2025-07-25,25,323.6300048828125,0.6025399284921377,2025-06-29 12:49:55.407025,130.3793367815764,-1.2500639225733323,128.29993607742668,9.420663218423613,11.500063922573332,2.0794007041497196,1,0.9997541377141115,0.9725571308181876,0.0006799155049251537,-0.14268618039100392,1.2102578549804686,0.0,0.0,OTM,6,6,0.25,1.1999999999999886,130.15,9.650000000000006,0.053514879982002946,0
TSLA250725C00200000,2025-06-27 19:10:21+00:00,200.0,121.0,124.65,125.75,-7.0,-5.46875,37.0,2649,1.0576218994140625,True,REGULAR,USD,TSLA,2025-07-25,25,323.6300048828125,0.6179896702483463,2025-06-29 12:49:55.407025,125.43930678995625,-1.2087087677282966,123.44129123227171,-4.439306789956248,-2.441291232271709,1.998015557684539,0,0.000193852406015245,0.9705914687930881,0.0007471334057363702,-0.14574966044367968,1.1553753168945313,0.0,0.0,OTM,6,6,0.013962264150943397,1.0999999999999943,125.2,-4.200000000000003,0.05668567123109595,0
